Palas,Precio,Marca,Color,Balance,Nucleo,Cara,Dureza,Nivel de Juego,Forma,Superficie,Tipo de Juego,Jugador,score_lesion,score_nivel,score_lesion_ajustado,score_nivel_ajustado
BULLPADEL VERTEX 03 COMFORT 2023,98.95,bullpadel,"negro, plateado",3,2,2,0,2,3,1,3,mixta,0.6594594594594595,0.6023391812865498,0.5935135135135136,0.6023391812865498
BULLPADEL HACK 03 COMFORT 23,105.95,bullpadel,"negro, gris",3,2,0,0,2,3,2,3,hombre,0.5945945945945946,0.6725146198830411,0.5945945945945946,0.6725146198830411
NOX ULTIMATE POWER LTD CARBON,112.95,nox,"blanco, gold",1,2,1,0,2,1,1,0,mixta,0.16216216216216217,0.2339181286549708,0.2,0.304093567251462
NOX ML10 PRO CUP CORP 2022,79.95,nox,"negro, blanco",3,2,0,0,2,3,2,3,mixta,0.5945945945945946,0.6725146198830411,0.5945945945945946,0.6725146198830411
ADIDAS ADIPOWER LIGHT 3.2 2023,129.95,adidas,"negro, blanco, multicolor",2,4,0,0,2,2,2,2,mujer,0.2972972972972973,0.4269005847953218,0.38648648648648654,0.4269005847953218
SIUX Genesis II LUCHO CAPRA PRO,99.95,siux,No data,2,2,0,2,2,0,0,2,hombre,0.4864864864864865,0.49707602339181295,0.4864864864864865,0.49707602339181295
BABOLAT AIR VERON 2023,129.95,babolat,"negro, blanco, azul, rojo",3,2,2,2,2,0,2,3,hombre,0.7135135135135136,0.7251461988304094,0.5708108108108109,0.7251461988304094
NOX SHADOW POWER FIBER,86.95,nox,"negro, naranja",3,2,0,0,2,3,2,0,mixta,0.43243243243243246,0.5672514619883041,0.43243243243243246,0.5672514619883041
BULLPADEL X-COMPACT 2 LTD ROSA,39.95,bullpadel,"negro, rosa",1,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
SIUX INSPIRE 4.0,54.95,siux,"negro, amarillo",2,4,1,0,2,2,1,0,mixta,0.21621621621621623,0.32163742690058483,0.2810810810810811,0.35380116959064334
ADIDAS ADIPOWER CTRL 3.1 2022,139.95,adidas,"negro, naranja, azul",0,3,0,0,3,1,2,0,hombre,0.32432432432432434,0.42105263157894746,0.35675675675675683,0.42105263157894746
HEAD GRAPHENE 360 ALPHA ULTIMATE,99.95,head,gris,2,1,1,0,2,2,1,0,mixta,0.13513513513513514,0.32163742690058483,0.2,0.35380116959064334
BULLPADEL X-COMPACT 2 LTD AMARILLO,39.95,bullpadel,"negro, amarillo",1,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
NOX LOAD ARENA,66.95,nox,"negro, gris",0,2,1,0,2,1,2,0,mixta,0.16216216216216217,0.304093567251462,0.2,0.33450292397660825
NOX SHADOW DRIVE FIBER,86.95,nox,"negro, amarillo",3,3,0,0,2,2,2,0,mixta,0.5405405405405406,0.4795321637426901,0.5405405405405406,0.4795321637426901
BULLPADEL IONIC POWER 2022,87.95,bullpadel,"negro, verde",3,2,0,0,2,3,2,0,mixta,0.43243243243243246,0.5672514619883041,0.43243243243243246,0.5672514619883041
ADIDAS ADIPOWER LIGHT 3.1 2022,136.11,adidas,"negro, blanco, verde",2,4,0,0,2,1,2,0,mixta,0.16216216216216217,0.3918128654970761,0.2,0.43099415204678376
BULLPADEL GOLD XSERIES 3.0,98.95,nox,azul,3,4,0,0,2,3,2,3,hombre,0.5135135135135136,0.6725146198830411,0.5135135135135136,0.6725146198830411
NOX X PRO,64.95,bullpadel,"naranja, morado",2,4,0,0,1,2,1,0,mujer,0.21621621621621623,0.08771929824561406,0.2810810810810811,0.2
BULLPADEL LEGEND 4.0 WOMAN,69.95,siux,"negro, amarillo",2,3,0,2,2,0,2,2,hombre,0.6486486486486487,0.5672514619883041,0.5837837837837838,0.5672514619883041
BULLPADEL INDIGA GIRL 2023,47.95,bullpadel,"negro, azul",1,4,1,0,2,1,1,0,mujer,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
NOX ML10 SHOTGUN LUXURY SERIES 23,219.95,nox,"negro, rojo",3,2,0,0,2,3,2,3,mixta,0.5945945945945946,0.6725146198830411,0.5945945945945946,0.6725146198830411
DUNLOP EXPLOSIVE PRO LTD LIMA,49.95,dunlop,"negro, azul, lima",2,1,1,0,1,1,1,0,mixta,0.08108108108108109,0.08771929824561406,0.2,0.2
SIUX FENIX PRO 4,295.0,siux,No data,3,3,0,3,3,3,2,3,hombre,1.0,1.0,0.9,1.0
NOX ML10 PRO CUP BLACK EDITION 2022,99.95,nox,"negro, gold",1,2,1,0,2,1,1,0,mixta,0.16216216216216217,0.2339181286549708,0.2,0.304093567251462
HEAD GRAVITY PRO 2022,114.95,head,"negro, azul, rosa",0,1,0,0,2,1,1,0,mixta,0.0,0.2339181286549708,0.2,0.304093567251462
BULLPADEL SKY POWER,79.95,bullpadel,"negro, verde",0,4,1,0,1,3,1,0,mixta,0.1891891891891892,0.08771929824561406,0.2,0.2
NOX LOAD 3D,66.95,nox,"negro, gris",2,2,1,0,2,2,2,1,mixta,0.2972972972972973,0.3918128654970761,0.38648648648648654,0.43099415204678376
ADIDAS ADIPOWER SOFT 2.0,121.0,adidas,No data,3,4,0,2,3,3,1,3,hombre,0.6756756756756757,0.8596491228070177,0.6081081081081081,0.8596491228070177
BULLPADEL HACK WOMAN,109.95,bullpadel,"negro, rosa",1,2,0,2,2,1,2,1,mujer,0.32432432432432434,0.44444444444444453,0.35675675675675683,0.44444444444444453
WILSON BELA LT V2 BLANCO,159.95,wilson,blanco,3,4,0,0,2,3,2,3,mixta,0.5135135135135136,0.6725146198830411,0.5135135135135136,0.6725146198830411
ADIDAS ADIPOWER W TEAM MUJER 2023,105.95,adidas,"negro, multicolor",1,4,1,0,2,2,2,1,mujer,0.13513513513513514,0.304093567251462,0.2,0.33450292397660825
ADIDAS ADIPOWER MULTIWEIGHT MASTER LTD 2023,239.95,adidas,No data,3,3,0,2,2,1,2,2,hombre,0.7297297297297298,0.6549707602339182,0.5837837837837839,0.6549707602339182
DUNLOP SKIN CONTROL,171.95,dunlop,"negro, gris, azul",2,4,0,0,1,2,1,0,mixta,0.21621621621621623,0.08771929824561406,0.2810810810810811,0.2
DUNLOP SKIN ATTACK,59.95,dunlop,"negro, amarillo, azul",2,2,0,0,1,2,1,0,mixta,0.2972972972972973,0.08771929824561406,0.38648648648648654,0.2
BULLPADEL AXYM WOMAN 2022,63.95,bullpadel,"gold, verde",2,4,2,0,2,2,2,0,mujer,0.2810810810810811,0.3918128654970761,0.36540540540540545,0.43099415204678376
WILSON BLADE PRO PADEL V2 2 NEGRO DORADO,202.95,wilson,"negro, gold",0,4,0,0,2,2,2,0,mixta,0.13513513513513514,0.304093567251462,0.2,0.33450292397660825
HEAD SPEED PRO 2023,139.95,head,"negro, gris",3,1,1,0,2,2,1,3,hombre,0.3783783783783784,0.5146198830409358,0.4162162162162163,0.5146198830409358
HEAD FLASH 2023 VERDE MORADO,65.95,head,No data,2,1,1,1,1,2,1,2,hombre,0.21621621621621623,0.12280701754385967,0.2810810810810811,0.2
NOX SILHOUTTE 6 LADY,54.95,nox,"negro, fucsia",1,3,0,3,1,1,1,2,mujer,0.6486486486486487,0.2456140350877193,0.5837837837837838,0.31929824561403514
VARLION MAXIMA SUMMUM PRISMA HUMAN PADEL OPEN,204.95,varlion,"gris, azul, rojo",2,4,0,0,3,2,1,0,hombre,0.21621621621621623,0.43859649122807026,0.2810810810810811,0.43859649122807026
HEAD CHALLENGE AMARILLO VERDE,72.95,head,"negro, amarillo, verde",2,1,1,0,1,2,1,0,mixta,0.13513513513513514,0.08771929824561406,0.2,0.2
HEAD CALIBRE NARANJA,44.95,head,"negro, naranja",2,1,1,0,1,2,1,0,hombre,0.13513513513513514,0.08771929824561406,0.2,0.2
ADIDAS CROSS IT LIGHT 2024,169.95,adidas,"gris, azul",1,2,0,2,2,1,2,1,mujer,0.32432432432432434,0.44444444444444453,0.35675675675675683,0.44444444444444453
STAR VIE BASALTO CARBON ORO,99.95,No data,"negro, gold",2,4,0,0,2,1,2,0,mixta,0.16216216216216217,0.3918128654970761,0.2,0.43099415204678376
BULLPADEL VERTEX 04 MASTER FINAL 2023,244.95,bullpadel,No data,3,2,0,2,2,3,2,3,hombre,0.7567567567567568,0.8128654970760234,0.6054054054054054,0.8128654970760234
STAR VIE BASALTO OSIRIS,119.95,No data,"negro, amarillo",3,4,0,0,2,2,2,0,mixta,0.2972972972972973,0.4795321637426901,0.38648648648648654,0.4795321637426901
DUNLOP IMPACT CARBON PRO LTD NARANJA,69.95,dunlop,"negro, gris, naranja",2,2,1,0,2,0,2,2,mixta,0.32432432432432434,0.4269005847953218,0.35675675675675683,0.4269005847953218
ADIDAS X-TREME NEGRO BLANCO,49.95,adidas,"negro, blanco",1,4,1,0,2,1,2,0,mixta,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
STAR VIE AQUILA SPACE,119.95,No data,"negro, amarillo, azul",3,4,0,0,2,2,2,0,mixta,0.2972972972972973,0.4795321637426901,0.38648648648648654,0.4795321637426901
WINGPADEL AIR TORNADO ATTK 4.0 3K,51.95,wingpadel,"negro, rojo, verde",0,4,0,0,2,3,1,3,hombre,0.35135135135135137,0.4269005847953217,0.38648648648648654,0.4269005847953217
HEAD EVO SPEED 2023,45.95,head,"negro, azul",1,1,1,0,1,2,1,1,mixta,0.05405405405405406,0.0,0.2,0.2
NOX MP10 GEM ATOMIKAS 23,108.95,nox,"negro, multicolor",1,2,0,0,2,1,2,2,mixta,0.24324324324324326,0.3391812865497077,0.31621621621621626,0.3730994152046785
DUNLOP SAMURAI,49.95,dunlop,"negro, gris, azul",2,4,0,0,1,2,1,0,mixta,0.21621621621621623,0.08771929824561406,0.2810810810810811,0.2
HEAD FLASH 2023,54.95,head,"negro, marrón",2,1,1,3,1,2,0,2,hombre,0.4594594594594595,0.33333333333333337,0.4594594594594595,0.36666666666666675
ADIDAS ADIPOWER 3.1 2022,148.95,adidas,"negro, amarillo, azul",3,2,0,0,2,3,2,0,hombre,0.43243243243243246,0.5672514619883041,0.43243243243243246,0.5672514619883041
ADIDAS ADIPOWER CTRL 3.0,119.95,adidas,"negro, blanco, naranja",2,2,0,0,3,1,2,0,mixta,0.24324324324324326,0.5087719298245614,0.31621621621621626,0.5087719298245614
NOX ML10 LIMITED EDITION 2023,184.95,nox,"negro, gris",1,2,0,2,2,1,2,1,hombre,0.32432432432432434,0.44444444444444453,0.35675675675675683,0.44444444444444453
PALA SIUX SUBZERO 3,99.95,siux,"negro, rojo",3,4,0,0,2,3,2,3,hombre,0.5135135135135136,0.6725146198830411,0.5135135135135136,0.6725146198830411
NOX ATTRACTION WPT ADVANCED SERIES 2022,87.95,nox,"negro, amarillo",3,2,1,0,2,3,2,0,hombre,0.43243243243243246,0.5672514619883041,0.43243243243243246,0.5672514619883041
ADIDAS METALBONE 3.3 2024,239.95,adidas,negro,3,4,0,1,2,3,2,3,hombre,0.5135135135135136,0.6725146198830411,0.5135135135135136,0.6725146198830411
DUNLOP EXPLOSIVE PRO LTD AZUL,64.95,dunlop,"negro, azul, verde",2,1,1,0,1,1,1,0,mixta,0.08108108108108109,0.08771929824561406,0.2,0.2
WILSON ULTRA TEAM V2,54.95,wilson,"negro, azul",3,2,1,0,2,3,1,0,mixta,0.43243243243243246,0.49707602339181295,0.43243243243243246,0.49707602339181295
BABOLAT TECHNICAL VERTUO 2022,85.95,babolat,rojo,3,2,1,0,2,3,2,0,hombre,0.43243243243243246,0.5672514619883041,0.43243243243243246,0.5672514619883041
WILSON BELA TEAM PADEL 2,88.95,wilson,"negro, rojo",3,2,1,0,2,3,1,0,mixta,0.43243243243243246,0.49707602339181295,0.43243243243243246,0.49707602339181295
DUNLOP RENEGADE SOFT,49.95,dunlop,"negro, gris, rosa",1,4,0,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
ADIDAS PRO CARBON CTRL GOLD,110.95,adidas,"negro, gold",1,4,0,0,2,1,1,0,mixta,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
NOX ML 10 PRO CUP SILVER,87.95,nox,"blanco, rosa",2,2,1,0,2,1,1,2,hombre,0.32432432432432434,0.35672514619883045,0.35675675675675683,0.3923976608187135
BULLPADEL AXYM DB 2022,69.95,bullpadel,"rojo, plateado",2,4,2,0,2,2,2,0,mixta,0.2810810810810811,0.3918128654970761,0.36540540540540545,0.43099415204678376
STAR VIE TITANIA KEPLER,69.95,No data,"negro, azul, rojo",2,4,1,0,2,1,2,0,mixta,0.16216216216216217,0.3918128654970761,0.2,0.43099415204678376
BULLPADEL SKY AMARILLO,35.95,bullpadel,"negro, amarillo",1,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
STAR VIE ICARUS,39.95,No data,"negro, gris",2,4,1,0,2,1,1,0,mixta,0.16216216216216217,0.32163742690058483,0.2,0.35380116959064334
DUNLOP IMPACT CARBON PRO LTD VERDE,44.95,dunlop,"negro, gris, verde",2,2,1,0,2,0,2,2,mixta,0.32432432432432434,0.4269005847953218,0.35675675675675683,0.4269005847953218
SIUX ELECTRA ST2 HYBRID,139.95,siux,"negro, azul",2,2,0,2,2,0,2,2,hombre,0.4864864864864865,0.5672514619883041,0.4864864864864865,0.5672514619883041
VIBOR-A KING COBRA BLACK 1K,135.95,vibor-a,"negro, rojo",3,4,0,0,2,3,2,0,mixta,0.35135135135135137,0.5672514619883041,0.38648648648648654,0.5672514619883041
WILSON BLADE PRO PADEL V2 2 NEGRO VERDE,165.95,wilson,"negro, verde",0,4,0,0,2,2,2,0,mixta,0.13513513513513514,0.304093567251462,0.2,0.33450292397660825
BULLPADEL SKY ROSA,55.95,bullpadel,"negro, rosa",1,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
NOX MJ10 GEM ATOMIKAS 23,109.95,nox,"negro, naranja, azul",2,2,0,0,2,2,2,2,mixta,0.3783783783783784,0.4269005847953218,0.4162162162162163,0.4269005847953218
SIUX SUBZERO 2.0,99.95,siux,"negro, rojo",2,2,0,0,2,3,2,0,mixta,0.35135135135135137,0.4795321637426901,0.38648648648648654,0.4795321637426901
VIBOR-A YARARA BLACK SERIES 1K,99.95,vibor-a,"negro, gold",2,2,0,0,2,2,2,0,mixta,0.2972972972972973,0.3918128654970761,0.38648648648648654,0.43099415204678376
STAR VIE DRONOS GALAXY,125.95,No data,"negro, morado",2,4,0,0,2,2,2,0,mixta,0.21621621621621623,0.3918128654970761,0.2810810810810811,0.43099415204678376
BLACK CROWN PITON 8.0,79.95,black crown,"rojo, plateado",2,2,1,0,2,1,1,0,mixta,0.24324324324324326,0.32163742690058483,0.31621621621621626,0.35380116959064334
WINGPADEL AIR FORCE 3.0 CTRL,64.95,wingpadel,"negro, gold, rojo",2,4,0,0,2,1,2,0,mixta,0.16216216216216217,0.3918128654970761,0.2,0.43099415204678376
DUNLOP INFERNO ELITE LTD AMARILLO AZUL,64.95,dunlop,"negro, amarillo, azul",2,2,0,0,2,2,2,0,mixta,0.2972972972972973,0.3918128654970761,0.38648648648648654,0.43099415204678376
BULLPADEL BLACK DRAGON 4.0,69.95,bullpadel,"negro, amarillo",1,4,1,0,2,1,2,0,mixta,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
PALA SIUX INVICTA,78.95,siux,"negro, azul",3,4,0,0,1,3,0,3,hombre,0.5135135135135136,0.368421052631579,0.5135135135135136,0.40526315789473694
PALA SIUX ANDROID,64.95,siux,"negro, amarillo",2,4,1,0,1,0,1,2,hombre,0.24324324324324326,0.12280701754385967,0.31621621621621626,0.2
WINGPADEL AIR COMBAT 3.0 ATTACK,50.95,wingpadel,negro,3,4,0,0,2,3,1,0,mixta,0.35135135135135137,0.49707602339181295,0.38648648648648654,0.49707602339181295
PALA SIUX SX7,49.95,siux,"negro, rojo",1,4,1,0,1,1,1,1,hombre,0.08108108108108109,0.0,0.2,0.2
STAR VIE RAPTOR 2022,124.95,No data,No data,2,4,0,0,2,1,2,0,mixta,0.16216216216216217,0.3918128654970761,0.2,0.43099415204678376
BULLPADEL IONIC LIGHT 24,98.95,bullpadel,azul,2,2,2,2,1,2,2,2,mixta,0.6054054054054054,0.33333333333333337,0.544864864864865,0.36666666666666675
BLACK CROWN HURRICANE PRO 2022,199.95,black crown,No data,0,4,0,0,2,1,2,0,mujer,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
HEAD FLASH 2023 ROJO NEGRO,89.95,head,No data,2,2,1,2,1,2,1,3,hombre,0.6216216216216217,0.33333333333333337,0.5594594594594595,0.36666666666666675
BULLPADEL LEGEND 4.0,69.95,bullpadel,"negro, naranja",1,4,1,0,2,1,1,0,mixta,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
WILSON BLADE ELITE V2 PADEL,84.95,wilson,"negro, verde",0,4,2,0,2,2,2,0,mixta,0.2,0.304093567251462,0.2,0.33450292397660825
ADIDAS X-TREME ORANGE BLACK,59.95,adidas,"negro, naranja",1,4,1,0,2,1,2,1,mixta,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
SIUX TRILOGY CONTROL PRO 4,295.0,siux,"negro, verde",1,2,0,2,3,1,2,1,hombre,0.32432432432432434,0.5614035087719299,0.35675675675675683,0.5614035087719299
SIUX EVOQUE 3,89.95,siux,"negro, verde",2,4,0,1,1,0,1,2,hombre,0.24324324324324326,0.12280701754385967,0.31621621621621626,0.2
BLACK CROWN PITON NAKANO SOFT,69.95,black crown,"negro, morado",0,4,1,0,2,1,1,0,mujer,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
NOX X-ONE C.6,49.95,nox,negro,2,3,1,3,1,1,2,2,hombre,0.7297297297297298,0.40350877192982465,0.5837837837837839,0.40350877192982465
SIUX RADICAL PRO IV,59.95,siux,"negro, verde",3,4,0,0,2,3,2,0,mixta,0.35135135135135137,0.5672514619883041,0.38648648648648654,0.5672514619883041
RS PRIME CONTROL EDITION 2.0,224.95,No data,"negro, blanco",2,4,0,0,2,2,2,0,hombre,0.21621621621621623,0.3918128654970761,0.2810810810810811,0.43099415204678376
PALA SIUX OPTIMUS 5,49.95,siux,"negro, naranja",2,4,1,0,1,0,1,2,mixta,0.24324324324324326,0.12280701754385967,0.31621621621621626,0.2
RS PRO EDITION POWER,269.95,No data,"negro, blanco, gold",3,2,0,0,2,2,2,3,hombre,0.5405405405405406,0.584795321637427,0.5405405405405406,0.584795321637427
VARLION BOURNE CARBON TITAN,79.95,varlion,"gris, naranja",2,2,0,0,2,2,2,0,mixta,0.2972972972972973,0.3918128654970761,0.38648648648648654,0.43099415204678376
BULLPADEL K2 POWER 2024,52.95,bullpadel,"negro, azul",3,4,0,0,2,3,1,3,hombre,0.5135135135135136,0.6023391812865498,0.5135135135135136,0.6023391812865498
BULLPADEL HACK 02 21 RD,134.95,bullpadel,"negro, naranja",3,2,0,2,3,0,1,2,hombre,0.5675675675675675,0.7017543859649125,0.5675675675675675,0.7017543859649125
STAR VIE PRODIGY 24K,175.95,No data,"negro, amarillo",0,2,0,0,2,1,1,0,mixta,0.16216216216216217,0.2339181286549708,0.2,0.304093567251462
BULLPADEL HACK 03 MASTER FINAL 23,244.95,bullpadel,negro,3,2,0,2,2,3,1,3,hombre,0.7567567567567568,0.7426900584795323,0.6054054054054054,0.7426900584795323
WILSON ACCENT PADEL 2,104.95,wilson,azul,2,4,2,2,0,2,2,2,mixta,0.5243243243243243,0.33333333333333337,0.5243243243243243,0.36666666666666675
TECNIFIBRE WALL MASTER 360,76.95,tecnifibre,"negro, blanco, rojo",1,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
DUNLOP INFERNO ULTIMATE PRO BLACK,59.95,dunlop,"negro, gold",2,4,1,0,2,0,1,2,mixta,0.24324324324324326,0.35672514619883045,0.31621621621621626,0.3923976608187135
SIUX TSUNAMI 5.0 24K,82.95,siux,"negro, rojo",3,4,0,0,2,2,1,0,mixta,0.2972972972972973,0.4093567251461989,0.38648648648648654,0.4093567251461989
WILSON CARBON FORCE PADEL 2 2024,79.95,wilson,No data,3,4,1,2,1,2,1,2,hombre,0.5405405405405406,0.35087719298245623,0.5405405405405406,0.3859649122807019
DUNLOP NEMESIS,79.95,dunlop,"negro, blanco, rojo",2,4,0,1,2,2,1,1,mixta,0.21621621621621623,0.32163742690058483,0.2810810810810811,0.35380116959064334
VARLION LW CARBON TI MUJER,86.95,varlion,"negro, naranja",1,4,2,0,2,1,2,0,mixta,0.14594594594594595,0.304093567251462,0.2,0.33450292397660825
VIBORA LETHAL ATTACK,81.95,vibor-a,"negro, azul",0,2,0,0,2,0,1,0,mixta,0.16216216216216217,0.2339181286549708,0.2,0.304093567251462
STAR VIE ARCADIA,56.95,No data,"rojo, verde",0,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
VARLION CANON DIFUSOR W 2021,149.95,varlion,"negro, rojo",3,3,0,0,2,3,2,0,hombre,0.5945945945945946,0.5672514619883041,0.5945945945945946,0.5672514619883041
VIBOR-A YARARA XTREME FIBER 2024,109.95,vibor-a,blanco,2,4,1,1,2,2,2,2,mixta,0.2972972972972973,0.4269005847953218,0.38648648648648654,0.4269005847953218
SIUX STONE AVANT,99.0,siux,"negro, verde",3,4,0,0,2,2,1,3,mixta,0.4594594594594595,0.5146198830409358,0.4594594594594595,0.5146198830409358
VARLION MAXIMA SUMMUM PRISMA RADIO S 2023,241.95,varlion,"negro, lila",2,2,0,0,2,2,2,1,hombre,0.2972972972972973,0.3918128654970761,0.38648648648648654,0.43099415204678376
PALA VARLION BOURNE 8.8 VERDE,73.95,varlion,"negro, verde",2,4,1,1,1,2,1,2,mixta,0.2972972972972973,0.12280701754385967,0.38648648648648654,0.2
DROP SHOT CONQUEROR 10 SOFT,95.95,drop shot,"negro, rosa",0,4,0,0,2,2,2,0,mixta,0.13513513513513514,0.304093567251462,0.2,0.33450292397660825
WILSON BLADE LT PADEL 2,104.95,wilson,"negro, azul",0,4,0,0,2,2,2,0,mixta,0.13513513513513514,0.304093567251462,0.2,0.33450292397660825
SIUX TRILOGY CONTROL SPECIAL EDITION,104.95,siux,"negro, blanco, lila",1,4,0,0,2,1,1,1,mujer,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
DUNLOP AERO-STAR,229.95,dunlop,No data,3,2,0,3,2,3,2,3,hombre,0.8378378378378379,0.8830409356725146,0.6702702702702704,0.8830409356725146
ADIDAS METALBONE CARBON 3.3 2024,190.95,adidas,negro,3,4,0,1,2,3,2,3,hombre,0.5135135135135136,0.6725146198830411,0.5135135135135136,0.6725146198830411
VARLION AVANT DIFUSOR W 2021 RACPAC2012015,149.95,varlion,"negro, naranja",2,4,0,0,2,2,2,0,mixta,0.21621621621621623,0.3918128654970761,0.2810810810810811,0.43099415204678376
DUNLOP NEMESIS CONTROL,79.95,dunlop,"negro, amarillo",1,4,1,1,2,1,1,0,mixta,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
ADIDAS METALBONE HRD 3.2 2023,194.95,adidas,"negro, blanco, rojo",3,2,0,0,2,3,2,3,mixta,0.5945945945945946,0.6725146198830411,0.5945945945945946,0.6725146198830411
VARLION CANON DIFUSOR BLACK,107.95,varlion,"negro, gold",3,2,0,2,2,3,2,3,mixta,0.7567567567567568,0.8128654970760234,0.6054054054054054,0.8128654970760234
VIBOR-A KING COBRA ANIVERSARIO,404.95,vibor-a,"negro, rojo",3,4,0,0,2,3,1,0,mixta,0.35135135135135137,0.49707602339181295,0.38648648648648654,0.49707602339181295
VARLION LW ONE 2023,61.95,varlion,"negro, azul, rojo, plateado",1,1,1,0,1,1,1,1,mixta,0.0,0.0,0.2,0.2
WILSON CARBON FORCE PRO PADEL 2,151.95,wilson,azul,3,4,0,1,2,3,2,2,mixta,0.43243243243243246,0.6023391812865497,0.43243243243243246,0.6023391812865497
BLACK CROWN PITON 7.0 SOFT,206.95,black crown,"negro, amarillo",1,4,2,0,2,1,2,0,mixta,0.14594594594594595,0.304093567251462,0.2,0.33450292397660825
HEAD GRAPHENE 360 GAMMA MOTION 2022,117.95,head,"negro, azul",2,1,0,0,2,1,1,0,hombre,0.08108108108108109,0.32163742690058483,0.2,0.35380116959064334
VARLION AVANT CTI DIFUSOR BLACK,73.95,varlion,"negro, rosa",2,2,0,0,2,2,2,0,mixta,0.2972972972972973,0.3918128654970761,0.38648648648648654,0.43099415204678376
ENEBE COMBAT ULTRA SOFT,59.95,enebe,"negro, amarillo, verde",1,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
SIUX EMPIRE GOLD,54.95,siux,"negro, gold",2,2,1,0,1,0,1,0,mixta,0.24324324324324326,0.08771929824561406,0.31621621621621626,0.2
WINGPADEL COMBAT BLACK ATTK 2 3K,59.95,wingpadel,"negro, gris, naranja",3,4,0,0,2,0,2,2,hombre,0.32432432432432434,0.5146198830409358,0.35675675675675683,0.5146198830409358
BULLPADEL WING BALANCE,74.95,bullpadel,"negro, amarillo",2,2,1,0,2,2,1,0,mixta,0.2972972972972973,0.32163742690058483,0.38648648648648654,0.35380116959064334
VIBORA LETHAL ADVANCED,69.95,vibor-a,"negro, rojo",2,4,0,0,2,2,1,0,hombre,0.21621621621621623,0.32163742690058483,0.2810810810810811,0.35380116959064334
RS PADEL PRIME TEAM EDITION NEGRO TURQUESA,88.95,No data,"negro, rojo, verde",2,4,0,0,2,2,2,0,hombre,0.21621621621621623,0.3918128654970761,0.2810810810810811,0.43099415204678376
RS PADEL COBRA EDITION NEGRO VERDE MUJER,45.95,No data,verde,1,2,1,0,1,1,2,1,mujer,0.16216216216216217,0.07017543859649124,0.2,0.2
BABOLAT REFLEX 2022,116.95,babolat,"negro, blanco, azul",3,2,1,0,1,3,1,3,mixta,0.5945945945945946,0.368421052631579,0.5945945945945946,0.40526315789473694
ROYAL PADEL WHIP EXTREME,189.95,royal padel,"negro, rojo",0,0,1,0,2,1,0,0,mixta,0.0,0.2339181286549708,0.2,0.304093567251462
DROP SHOT CONQUEROR 10,135.95,drop shot,"negro, gris, verde",3,2,0,0,3,3,2,0,hombre,0.43243243243243246,0.6842105263157896,0.43243243243243246,0.6842105263157896
RS PRIME POWER EDITION 2.0,104.95,No data,"negro, gris",2,4,0,0,2,2,2,0,hombre,0.21621621621621623,0.3918128654970761,0.2810810810810811,0.43099415204678376
NOX AT10 GENIUS 18K AGUSTIN TAPIA 2022,152.95,nox,"gris, rojo",2,2,0,0,3,2,2,0,hombre,0.2972972972972973,0.5087719298245614,0.38648648648648654,0.5087719298245614
VARLION LW 8.8 WOMAN,52.95,varlion,rosa,1,4,1,0,1,1,1,1,mujer,0.08108108108108109,0.0,0.2,0.2
VIBOR-A LIQUID KING COBRA,170.95,No data,"negro, gold",1,4,0,0,2,1,2,0,mixta,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
STARVIE TITANIA KEPLER PRO 2.0 2023,188.95,vibor-a,"negro, rojo",3,2,0,0,2,2,2,1,mixta,0.3783783783783784,0.4795321637426901,0.4162162162162163,0.4795321637426901
ARES SPEAR,129.95,No data,"negro, rojo, lila",1,2,0,0,2,1,2,0,mixta,0.16216216216216217,0.304093567251462,0.2,0.33450292397660825
BULLPADEL FLOW W MUJER MASTER FINAL 23,202.95,bullpadel,negro,3,2,0,2,2,3,1,3,mujer,0.7567567567567568,0.7426900584795323,0.6054054054054054,0.7426900584795323
VARLION BOURNE PRISMA AIRFLOW W LIMA 2023,254.95,dunlop,"negro, amarillo, gris",2,2,1,0,2,0,2,2,mixta,0.32432432432432434,0.4269005847953218,0.35675675675675683,0.4269005847953218
